2.512436666137038421e-02 1.023312330408701776e+01 4.442463916691342440e+00 1.429103546483330263e+02
2.672461391619483650e-02 1.055870765446331205e+01 4.493883498627055495e+00 1.320917161349590572e+02
2.840487353376051211e-02 1.087093699187591689e+01 4.525981977643135146e+00 1.221825080352801365e+02
3.016914613220447045e-02 1.116960051038040369e+01 4.540549495955032988e+00 1.130409658929764731e+02
3.202163236057062323e-02 1.145465661076267949e+01 4.539650070299855678e+00 1.045932550628435251e+02
3.396674290035509025e-02 1.172622166498728546e+01 4.525459572167637390e+00 9.681545047964192463e+01
3.600910896712877785e-02 1.198456900851031648e+01 4.500015289910914262e+00 8.970554050663530177e+01
3.815359333724115121e-02 1.223013351188404485e+01 4.465004484427430143e+00 8.326289329961657870e+01
4.040530192585914393e-02 1.246351345320817927e+01 4.421752474460780569e+00 7.747466308153229875e+01
4.276959594390804253e-02 1.268544728038675196e+01 4.371410090532445558e+00 7.228985625718554786e+01
4.525210466285937982e-02 1.289673078981054921e+01 4.315106311937171313e+00 6.759006259640412395e+01
4.785873881775828259e-02 1.309808321492742245e+01 4.253895676272046344e+00 6.320284735643277685e+01
5.059570468040212876e-02 1.329003396098488743e+01 4.188854002422291778e+00 5.898716278665249035e+01
5.346951883617817591e-02 1.347292916225504555e+01 4.121213031336006694e+00 5.491390777065317508e+01
5.648702369974302473e-02 1.364709346414629465e+01 4.052180866816989635e+00 5.104573007832843956e+01
5.965540380648610974e-02 1.381303316318204821e+01 3.982849806788615332e+00 4.747984664096487251e+01
6.298220291856634900e-02 1.397157523250944422e+01 3.914075637416043030e+00 4.431526346483589407e+01
6.647534198625060231e-02 1.412382419289383328e+01 3.846344847946569168e+00 4.159741064483250028e+01
7.014313800731906967e-02 1.427088853403455104e+01 3.779759060679166005e+00 3.929063767423747322e+01
7.399432382944094722e-02 1.441369823658113880e+01 3.714244181291311175e+00 3.734175761609765942e+01
7.803806894266893113e-02 1.455311349791126574e+01 3.650381156497852331e+00 3.571595168783947827e+01
8.228400131155831632e-02 1.468984661083069909e+01 3.589159255213512978e+00 3.428233802838484934e+01
8.674223029889216452e-02 1.482411828236570450e+01 3.530304551693165926e+00 3.280130082920771883e+01
9.142337073559270166e-02 1.495586246305356504e+01 3.471988924563365053e+00 3.118356627787524715e+01
9.633856819412828232e-02 1.508540161789356127e+01 3.412067253318137539e+00 2.957299138262597182e+01
1.014995255255906337e-01 1.521348062227636966e+01 3.350440275688356007e+00 2.804867351856252000e+01
1.069185307236261012e-01 1.534035574351601916e+01 3.290413096629485779e+00 2.651732081198272795e+01
1.126084861815633276e-01 1.546556764088644265e+01 3.235668405104591194e+00 2.494151640039256534e+01
1.185829394123974201e-01 1.558883171219878072e+01 3.187796288270157596e+00 2.340176129979998976e+01
1.248561153047732242e-01 1.571059864261293271e+01 3.145386795636520905e+00 2.189572472056704910e+01
1.314429499917678379e-01 1.583093057261433501e+01 3.107843454492697166e+00 2.035958328010785934e+01
1.383591264131121545e-01 1.594992276536702924e+01 3.074084329382667846e+00 1.890791531783671786e+01
1.456211116555237162e-01 1.606868409228814443e+01 3.042371687501235655e+00 1.762452758184043233e+01
1.532461961600558309e-01 1.618731996445280430e+01 3.012441306641272298e+00 1.646638559413074532e+01
1.612525348898145583e-01 1.630633863467420142e+01 2.980268533735584757e+00 1.555762214007913613e+01
1.696591905560612401e-01 1.642784136028515363e+01 2.937503447445643179e+00 1.485563750846144337e+01
1.784861790056202491e-01 1.655134515490847136e+01 2.887872218235733701e+00 1.412578359230820091e+01
1.877545168776572071e-01 1.667430997127308245e+01 2.839280093484833678e+00 1.317486046479373485e+01
1.974862716432960186e-01 1.679505643127121672e+01 2.796656875469605730e+00 1.225588085251037462e+01
2.074553862812674454e-01 1.691267860879707996e+01 2.755943106373335727e+00 1.172365077646299092e+01
2.174245009192389000e-01 1.702790504501760438e+01 2.713028936916705547e+00 1.134129249683466689e+01
2.273936155572103268e-01 1.713990865992639456e+01 2.672844418125831734e+00 1.081005774655210239e+01
2.373627301951817814e-01 1.724758636818663149e+01 2.636055191312319135e+00 1.017327723730652522e+01
2.473318448331532360e-01 1.735046611429547880e+01 2.598907551243813785e+00 9.468841641846683643e+00
2.573009594711246906e-01 1.744754231771635844e+01 2.559230468564553718e+00 8.748307745899072785e+00
2.672700741090960896e-01 1.753927125234823947e+01 2.518958228573125346e+00 8.211750718611025235e+00
2.772391887470675442e-01 1.762723304260324397e+01 2.480066415800295410e+00 7.864637435640007723e+00
