0.000000000000000000e+00 8.340266623488245656e+00 1.352031094764519104e+01 1.797584005512584326e+01 2.149808869222842489e+01 2.397963395028521205e+01 2.702566066365588426e+01 2.195374457429826265e+01 
1.000000000000000000e+00 8.210095163024330844e+00 1.328770462368553673e+01 1.787107030443310762e+01 2.129042148756681385e+01 2.389439504479929255e+01 2.692452767992958584e+01 2.269217385826022948e+01 
2.000000000000000000e+00 8.097547426170777385e+00 1.308823702672737177e+01 1.775472589217673658e+01 2.114442640862397838e+01 2.386356973745732901e+01 2.682739592709599208e+01 2.347165279063756671e+01 
3.000000000000000000e+00 7.983593157783077210e+00 1.286946976432717449e+01 1.761920533829220759e+01 2.106429509111196197e+01 2.389511101784663438e+01 2.673825419529875091e+01 2.424377588411962137e+01 
4.000000000000000000e+00 7.863826589864469696e+00 1.263676685084419837e+01 1.747125903461168051e+01 2.105597942509849929e+01 2.399227263942797350e+01 2.666022160402367902e+01 2.495426277191672781e+01 
5.000000000000000000e+00 7.738632966247165790e+00 1.239494780080520542e+01 1.731936392216656273e+01 2.112797395134011680e+01 2.415310638889473438e+01 2.659540519843648099e+01 2.554833451532527633e+01 
6.000000000000000000e+00 7.608892292640251576e+00 1.214985957649567716e+01 1.717400157481615253e+01 2.129053455791239813e+01 2.437043196258803945e+01 2.654490197164556875e+01 2.597683813172419320e+01 
7.000000000000000000e+00 7.476144454008465168e+00 1.190803288947684990e+01 1.704649406465475536e+01 2.155297739203942697e+01 2.463192833732042786e+01 2.650883516743738255e+01 2.620274754768611203e+01 
8.000000000000000000e+00 7.342029539616848233e+00 1.167577092069013567e+01 1.694799938081681034e+01 2.191965464792705731e+01 2.492054669785457222e+01 2.648645678056162467e+01 2.620710221090685010e+01 
9.000000000000000000e+00 7.208375873985494842e+00 1.145900180000911206e+01 1.688879590737153435e+01 2.238560038454136958e+01 2.521547060903496984e+01 2.647633601686285232e+01 2.599320096514101053e+01 
1.000000000000000000e+01 7.076287319650329977e+00 1.126140961978060595e+01 1.687639298073253968e+01 2.293263284248938660e+01 2.549367343843312739e+01 2.647653826616947370e+01 2.558760432196735835e+01 
1.100000000000000000e+01 6.947917621054393145e+00 1.108781505354557417e+01 1.691766400526633518e+01 2.352854575857517005e+01 2.573240786276898362e+01 2.648500898371598566e+01 2.503832940404172902e+01 
1.200000000000000000e+01 6.825170479175812766e+00 1.094276712430242959e+01 1.701839481201502835e+01 2.412840794343383166e+01 2.591190750470670778e+01 2.649980245084436348e+01 2.440922529688572595e+01 
1.300000000000000000e+01 6.710206026523024114e+00 1.083176608718023815e+01 1.718338232452386904e+01 2.467916630460187122e+01 2.601804832770705289e+01 2.651933957948111953e+01 2.377231023617519057e+01 
1.400000000000000000e+01 6.605709866052959178e+00 1.076080464147509907e+01 1.741477817448379639e+01 2.512639858082791733e+01 2.604420341313921128e+01 2.654252918580513665e+01 2.319881416472279412e+01 
1.500000000000000000e+01 6.515153731643524182e+00 1.073641821902187665e+01 1.771080199732689664e+01 2.542241606415776545e+01 2.599188671268361972e+01 2.656874402577216898e+01 2.275026014136569685e+01 
1.600000000000000000e+01 6.443429644659564026e+00 1.076555918782484689e+01 1.806488878095798256e+01 2.553399707714796563e+01 2.587008471568378454e+01 2.659765726023529808e+01 2.247088398213042737e+01 
1.700000000000000000e+01 6.396866414381654486e+00 1.085513482526958740e+01 1.846542479102977197e+01 2.544831666080168020e+01 2.569352815945709523e+01 2.662897718673815817e+01 2.238264493944070566e+01 
1.800000000000000000e+01 6.383014197578258830e+00 1.101341434161043331e+01 1.889432348391141048e+01 2.517549905826967915e+01 2.548039172636611482e+01 2.666215078946564176e+01 2.248431908138762125e+01 
1.900000000000000000e+01 6.411103451964526023e+00 1.124208065762100084e+01 1.933240946064876198e+01 2.474857042143828068e+01 2.524989669271426251e+01 2.669602108833235476e+01 2.275214586570332642e+01 
2.000000000000000000e+01 6.489234118544878527e+00 1.154098950591084360e+01 1.975504263064802757e+01 2.421843204324216714e+01 2.502028043128519386e+01 2.672867049141036233e+01 2.314732133867947184e+01 
2.100000000000000000e+01 6.624822138256352133e+00 1.190527336912575684e+01 2.013613083902732726e+01 2.364483378647913270e+01 2.480749794634663985e+01 2.675748822817004324e+01 2.362307174436273627e+01 
2.200000000000000000e+01 6.823340981755307233e+00 1.232455156466978075e+01 2.045161993807767331e+01 2.308512684586174046e+01 2.462426735886833029e+01 2.677929755769206110e+01 2.413206588928621699e+01 
2.300000000000000000e+01 7.087286456902610610e+00 1.278358682557551873e+01 2.068271659212836155e+01 2.258292666478480371e+01 2.447968386593612777e+01 2.679073811488390078e+01 2.463248506344740107e+01 
2.400000000000000000e+01 7.414194167777429456e+00 1.326239968804308056e+01 2.081742148486683774e+01 2.216045522507634757e+01 2.437922403920361347e+01 2.678885462882243829e+01 2.509193128335023815e+01 
2.500000000000000000e+01 7.794910954426399030e+00 1.373792512003089250e+01 2.085130946100436589e+01 2.181725698759931831e+01 2.432483299969948831e+01 2.677170305664593997e+01 2.548890535339081964e+01 
2.600000000000000000e+01 8.206254917924114878e+00 1.418335123930278918e+01 2.078737924818096872e+01 2.153590098133300401e+01 2.431505313758289333e+01 2.673888627597965240e+01 2.581243657145629911e+01 
2.700000000000000000e+01 8.638058721094905579e+00 1.458595039347385303e+01 2.063832500952827331e+01 2.129075494906887656e+01 2.434547759659968591e+01 2.669173714777309669e+01 2.605956949582469306e+01 
2.800000000000000000e+01 9.069096436239469483e+00 1.493114421044993811e+01 2.042049551870591628e+01 2.105963603798050343e+01 2.440936681350637016e+01 2.663341694052014219e+01 2.623367652535276662e+01 
2.900000000000000000e+01 9.478711213097428256e+00 1.521133210481115583e+01 2.015404661709108325e+01 2.083079200404273124e+01 2.449826409951048589e+01 2.656851673352686305e+01 2.634183881838870889e+01 
3.000000000000000000e+01 9.849169203025567754e+00 1.542477853255523534e+01 1.985985585118961083e+01 2.060575402025428104e+01 2.460277535749471411e+01 2.650240911651817655e+01 2.639292521491567456e+01 
3.100000000000000000e+01 1.016698970459227702e+01 1.557435028421613943e+01 1.955707358797905115e+01 2.039791919921080421e+01 2.471329234275174969e+01 2.644040969161318344e+01 2.639623637430285541e+01 
3.200000000000000000e+01 1.042378071450717414e+01 1.566610885703111933e+01 1.926145447495195739e+01 2.022829355248336469e+01 2.482060429629057907e+01 2.638693610157186242e+01 2.636065369359222288e+01 
3.300000000000000000e+01 1.061621763364043858e+01 1.570801012429463128e+01 1.898459035495117320e+01 2.012019875313450612e+01 2.491634338183717290e+01 2.634484958572280888e+01 2.629415451630600131e+01 
3.400000000000000000e+01 1.074528614953042904e+01 1.570875705257838639e+01 1.873384044643453805e+01 2.009443529323479538e+01 2.499324504906799049e+01 2.631512034849488302e+01 2.620359561085164657e+01 
3.500000000000000000e+01 1.081518376278109628e+01 1.567677943772052096e+01 1.851266796837416351e+01 2.016589250554297408e+01 2.504524391279644391e+01 2.629688184381551608e+01 2.609472718163748084e+01 
3.600000000000000000e+01 1.083212896077132470e+01 1.561943226864041101e+01 1.832123410865913726e+01 2.034187837153055156e+01 2.506746022438832711e+01 2.628785373560596028e+01 2.597241450505477545e+01 
3.700000000000000000e+01 1.080331408644918234e+01 1.554255829940174038e+01 1.815723899718401668e+01 2.062198372405819313e+01 2.505615121108924725e+01 2.628503729100722097e+01 2.584100656051458600e+01 
3.800000000000000000e+01 1.073615698502341687e+01 1.545043678671423493e+01 1.801696571301942029e+01 2.099900292844117544e+01 2.500870233715119184e+01 2.628553067815169442e+01 2.570473949252287937e+01 
3.900000000000000000e+01 1.063778107447581966e+01 1.534603491005787212e+01 1.789642166333907625e+01 2.146034942811862933e+01 2.492371954900016107e+01 2.628728714488385165e+01 2.556803203474347441e+01 
4.000000000000000000e+01 1.051464608109303711e+01 1.523127673557236683e+01 1.779227362896422093e+01 2.198944583492174587e+01 2.480125811002083225e+01 2.628963931631207984e+01 2.543553022392082141e+01 
4.100000000000000000e+01 1.037221954378110134e+01 1.510725540885447238e+01 1.770247334381312498e+01 2.256676059269675960e+01 2.464317932959281165e+01 2.629346459846805217e+01 2.531180234697397680e+01 
4.200000000000000000e+01 1.021480144477131802e+01 1.497443982968479403e+01 1.762660081069463303e+01 2.317039547684751710e+01 2.445356169864184537e+01 2.630095118154898159e+01 2.520068238068907363e+01 
4.300000000000000000e+01 1.004549931814075769e+01 1.483296173503264370e+01 1.756597269011393081e+01 2.377635926924046572e+01 2.423902039848347201e+01 2.631503067426143261e+01 2.510440032789730225e+01 
4.400000000000000000e+01 9.866399845637699784e+00 1.468299484563438284e+01 1.752364563868777125e+01 2.435885847323259057e+01 2.400874738820440868e+01 2.633864025297112121e+01 2.502277340431416164e+01 
4.500000000000000000e+01 9.678810510342765738e+00 1.452504114385237877e+01 1.750403470903263425e+01 2.489086030057572074e+01 2.377411191704691618e+01 2.637403079587519983e+01 2.495278293872660313e+01 
4.600000000000000000e+01 9.483554876427865210e+00 1.436006706750592343e+01 1.751224156499391782e+01 2.534519200955768525e+01 2.354777381848530382e+01 2.642232479502663978e+01 2.488878096763927417e+01 
4.700000000000000000e+01 9.281317199753816638e+00 1.418941311502496561e+01 1.755296520237082447e+01 2.569621419983663202e+01 2.334241219523005739e+01 2.648344622589001673e+01 2.482336850841235787e+01 
4.800000000000000000e+01 9.072962873487844249e+00 1.401430828766937253e+01 1.762923075204603762e+01 2.592199911182783723e+01 2.316930777584241241e+01 2.655641514034351047e+01 2.474874305104084016e+01 
4.900000000000000000e+01 8.859886613587628190e+00 1.383602330993077878e+01 1.774141473600468188e+01 2.600683733945452403e+01 2.303707549203075899e+01 2.663988311598255976e+01 2.465813677935431869e+01 
5.000000000000000000e+01 8.644318463362850480e+00 1.365572691740294609e+01 1.788672777376281076e+01 2.594366061050417827e+01 2.295081139052187780e+01 2.673269704174303385e+01 2.454693780499122369e+01 
5.100000000000000000e+01 8.429420241982066742e+00 1.347471392301123672e+01 1.805890035225225532e+01 2.573581915395680753e+01 2.291183071485194489e+01 2.683426392077532441e+01 2.441324125856760219e+01 
5.200000000000000000e+01 8.218277237196158325e+00 1.329487700616604151e+01 1.824890614381486742e+01 2.539776265958871093e+01 2.291795271102833453e+01 2.694455971174475550e+01 2.425767575426664990e+01 
5.300000000000000000e+01 8.014203921742643288e+00 1.311959991396859593e+01 1.844544683961947484e+01 2.495417667708936449e+01 2.296435458107704974e+01 2.706372992383192155e+01 2.408286079320988904e+01 
