x,Curve1
-0.99831,0.00018365
-0.98476,0.00040378
-0.97115,0.00063021
-0.96273,0.00079373
-0.93882,0.00088809
-0.88328,0.00091454
-0.63042,0.00084929
-0.3984,0.00077396
-0.14577,0.00068356
0.09777,0.00060824
0.35268,0.00051532
0.58461,0.00042993
0.73848,0.00037468
0.91964,0.00028045
0.97392,0.00016979
0.99102,2.515e-05
