x,Curve1
-0.96686,0.0004395
-0.92928,0.0010016
-0.85241,0.0011962
-0.61124,0.0010952
-0.34375,0.0010046
-0.06748,0.0009141
0.18247,0.0008234
0.41268,0.0007326
0.67357,0.0005909
0.86208,0.0004284
0.93436,0.0002653
0.9781,6.12e-05
